price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,condition,grade,sqft_above,zipcode,lat,long,sqft_living15,sqft_lot15,sale_age,age,renovated,basement,viewed
405000.0,3,1.0,1250,7280,1.0,0,3,7,1250,98052,47.6986,-122.129,1690,7280,40,40,0,0,0
393000.0,4,2.0,1450,5456,1.0,0,5,7,1450,98108,47.5442,-122.297,980,6100,63,63,0,0,0
300000.0,3,2.25,1760,5421,2.0,0,3,7,1760,98038,47.3484,-122.037,1570,6000,23,23,0,0,0
385000.0,3,1.0,1250,21303,1.0,0,3,6,1250,98053,47.6625,-122.059,1250,17920,44,44,0,0,0
380000.0,2,2.0,1370,5756,1.0,0,3,8,1370,98034,47.714,-122.205,1380,5444,28,28,0,0,0
370000.0,2,1.0,1040,4172,1.0,0,3,7,1040,98112,47.6308,-122.302,3120,4800,68,68,0,0,0
565000.0,4,1.75,2140,7102,1.0,0,4,7,1070,98177,47.7042,-122.37,1950,7102,66,66,0,1,0
293000.0,4,2.25,1870,5371,2.0,0,3,7,1870,98038,47.3844,-122.036,2380,4502,6,6,0,0,0
460000.0,3,2.5,1690,5131,1.0,0,3,7,1690,98126,47.5234,-122.38,860,5137,16,73,1,0,0
800000.0,2,1.0,1740,5719,1.0,0,3,8,1740,98103,47.6729,-122.335,1980,5000,59,59,0,0,0
629950.0,3,2.5,1680,1683,2.0,0,3,9,1120,98119,47.6424,-122.374,1610,1249,1,1,0,1,0
668500.0,4,2.25,2290,9546,1.0,0,4,8,1780,98006,47.5617,-122.13,2360,8864,38,38,0,1,0
279000.0,3,2.5,1450,4106,2.0,0,3,7,1450,98038,47.3655,-122.019,2000,4000,3,3,0,0,0
403000.0,3,2.75,2090,8354,2.0,0,3,8,2090,98019,47.7336,-121.965,2280,6348,2,2,0,0,0
572000.0,3,2.75,2200,3885,2.0,0,3,8,2200,98074,47.6171,-122.028,2710,6000,12,12,0,0,0
598600.0,4,2.75,3470,212639,2.0,0,3,7,2070,98019,47.7066,-121.968,2370,233917,21,21,0,1,0
720000.0,4,2.5,3450,39683,2.0,0,3,10,3450,98010,47.342,-122.025,3350,39750,13,13,0,0,0
185000.0,2,1.0,670,6750,1.0,0,4,5,670,98188,47.4521,-122.283,1700,11520,68,68,0,0,0
307000.0,3,1.0,770,6552,1.0,0,3,6,670,98146,47.5133,-122.372,920,7200,73,73,0,1,0
303000.0,2,1.0,1020,9200,1.0,0,3,7,1020,98045,47.4461,-121.769,1520,9600,37,37,0,0,0
640000.0,2,1.0,1070,5000,1.0,0,3,7,1070,98103,47.6666,-122.331,1710,5000,91,91,0,0,0
731781.0,3,3.0,2630,4972,2.0,0,3,9,2630,98052,47.69300000000001,-122.133,2880,4972,8,8,0,0,0
534950.0,5,2.5,3220,10572,2.0,0,3,8,3220,98019,47.7268,-121.957,2890,9090,9,9,0,0,0
419000.0,3,1.5,1500,8272,1.0,0,4,7,1500,98177,47.7741,-122.38,1630,8270,56,56,0,0,0
650000.0,3,2.5,2870,7288,2.0,0,3,9,2870,98011,47.7745,-122.225,2870,5998,2,2,0,0,0
465000.0,2,1.5,1220,1120,2.5,0,3,8,1110,98199,47.6374,-122.388,2010,3175,6,6,0,1,0
952000.0,3,2.5,2450,4400,2.0,0,4,9,1800,98102,47.6439,-122.319,2220,5500,92,92,0,1,0
325000.0,4,2.5,2280,9899,2.0,0,3,8,2280,98058,47.46100000000001,-122.148,1970,9451,27,27,0,0,0
450000.0,3,1.75,1560,8968,1.0,0,4,8,1560,98008,47.6243,-122.1,1990,8034,43,43,0,0,0
554950.0,4,1.75,1740,4816,1.0,0,5,7,870,98116,47.5758,-122.382,1210,5074,72,72,0,1,0
437500.0,3,2.25,1970,35100,2.0,0,4,9,1970,98027,47.4635,-121.991,2340,35100,37,37,0,0,0
670000.0,4,2.5,2570,9086,2.0,0,3,9,2570,98074,47.6373,-122.064,2760,6733,15,15,0,0,0
400000.0,2,1.0,1180,10800,1.0,0,3,7,1180,98011,47.7273,-122.236,1600,10800,30,30,0,0,0
335000.0,3,1.75,2390,30409,1.0,0,3,7,1560,98168,47.4789,-122.296,1750,13500,61,61,0,1,0
585000.0,3,2.5,1910,1501,2.5,0,3,8,1530,98199,47.6441,-122.385,1760,1750,7,7,0,1,0
665000.0,4,1.75,2280,3680,1.5,0,5,7,1470,98115,47.6754,-122.3,1850,3680,88,88,0,1,0
375000.0,4,2.5,2090,8325,1.0,0,4,7,1470,98056,47.4888,-122.184,1700,8025,32,32,0,1,0
477000.0,4,2.75,1720,6270,2.0,0,3,8,1720,98118,47.5458,-122.268,2130,8700,36,36,0,0,0
489950.0,3,2.5,2540,5237,2.0,0,3,8,2540,98118,47.5492,-122.276,1800,4097,3,3,0,0,0
575000.0,1,1.0,1310,8667,1.5,0,1,6,1310,98122,47.6059,-122.313,1130,4800,96,96,0,0,0
410000.0,3,2.0,1410,8088,1.0,0,3,7,1410,98034,47.7303,-122.227,1770,7401,27,27,0,0,0
1150000.0,4,3.5,3760,20609,2.0,0,3,11,3760,98077,47.7255,-122.059,3360,15761,25,25,0,0,0
288400.0,3,2.25,1870,3230,2.0,0,3,7,1870,98056,47.4915,-122.167,1620,3363,17,17,0,0,0
460000.0,3,1.0,1670,4005,1.5,0,4,7,1170,98117,47.6878,-122.38,1240,4005,75,75,0,1,0
599950.0,5,2.25,2680,13292,1.0,0,3,8,1340,98028,47.7422,-122.257,2220,13181,38,38,0,1,0
407185.0,3,1.75,1860,48076,1.5,0,4,8,1860,98070,47.5051,-122.461,1410,23066,85,85,0,0,0
726000.0,3,2.5,1890,3880,1.5,0,4,8,1460,98107,47.6642,-122.362,1010,3880,100,100,0,1,0
151600.0,2,1.0,1060,16988,1.0,0,3,6,1060,98058,47.4305,-122.157,2320,10580,60,60,0,0,0
432000.0,5,2.75,2060,329903,1.5,0,5,7,2060,98022,47.1776,-121.944,2240,220232,26,26,0,0,1
800000.0,2,1.0,1570,5000,1.5,0,4,8,1570,98144,47.5955,-122.294,1760,3000,91,91,0,0,1
400000.0,3,2.25,1450,4706,2.0,0,3,7,1450,98028,47.761,-122.232,1490,4667,5,5,0,0,0
393000.0,2,1.0,830,5000,1.0,0,4,7,830,98103,47.6914,-122.352,1110,5000,94,94,0,0,0
452000.0,4,2.5,2716,7850,2.0,0,3,9,2716,98030,47.352,-122.197,2580,14448,0,0,0,0,0
480000.0,2,2.25,1490,6770,1.5,0,3,8,1490,98108,47.5577,-122.297,1820,7875,88,88,0,0,0
289950.0,3,2.5,1770,9450,1.0,0,3,8,1770,98001,47.3196,-122.272,2200,8582,27,27,0,0,0
780000.0,4,2.75,3430,6500,2.0,0,3,9,3050,98052,47.7079,-122.106,3070,6802,8,8,0,1,0
372000.0,3,1.0,2298,10140,1.0,0,3,7,2298,98052,47.6909,-122.083,2580,24724,46,46,0,0,0
555000.0,5,2.5,2090,8712,1.0,0,3,8,1420,98008,47.5968,-122.127,2490,8712,48,48,0,1,0
845950.0,5,2.75,4450,9600,2.0,0,3,9,3650,98011,47.7336,-122.21,4000,9750,0,0,0,1,0
335000.0,3,1.75,1570,7500,1.0,0,3,7,1300,98146,47.4999,-122.368,1590,7660,61,61,0,1,1
172500.0,3,1.0,1040,7500,1.0,0,4,6,1040,98198,47.4206,-122.316,1270,8000,60,60,0,0,0
305000.0,3,2.0,1430,12430,1.0,0,4,7,1430,98056,47.4903,-122.178,1200,8250,58,58,0,0,0
551000.0,3,2.5,2830,5802,2.0,0,3,9,2830,98028,47.7605,-122.234,2500,5788,13,13,0,0,0
235000.0,2,1.0,1020,7920,1.0,0,3,6,1020,98108,47.5558,-122.31,1530,6900,75,75,0,0,0
940000.0,4,2.75,3270,9231,2.0,0,3,10,3270,98052,47.6539,-122.121,3380,10154,20,20,0,0,0
362000.0,3,1.0,1290,10125,1.0,0,4,7,1290,98028,47.7641,-122.265,1760,14460,58,58,0,0,0
379000.0,4,2.75,2410,5225,2.0,0,3,8,2410,98058,47.4244,-122.151,2300,5378,13,13,0,0,0
207000.0,3,1.0,860,7740,1.0,0,3,6,860,98178,47.4906,-122.244,980,7200,54,54,0,0,0
150000.0,3,1.0,1200,9527,1.0,0,3,7,1200,98168,47.5112,-122.316,1510,9457,55,55,0,0,0
600000.0,2,2.5,2510,14878,2.0,0,3,10,2510,98011,47.7525,-122.205,3080,13594,24,24,0,0,0
270000.0,3,2.5,1780,5015,2.0,0,3,7,1780,98042,47.3352,-122.052,2010,5250,5,5,0,0,0
280000.0,2,1.0,1150,12861,1.0,0,3,6,1150,98058,47.4493,-122.171,1170,7574,56,56,0,0,0
465000.0,4,2.5,2300,7314,1.0,0,4,8,1420,98133,47.7671,-122.33,2010,7314,35,35,0,1,0
206000.0,2,1.5,1820,8867,2.0,0,3,7,1820,98168,47.4764,-122.269,1430,9288,93,93,0,0,0
247000.0,3,1.75,1820,8740,1.0,0,4,8,1820,98023,47.3074,-122.385,2210,8320,27,27,0,0,0
350500.0,3,2.25,1870,7200,1.0,0,3,7,1390,98072,47.734,-122.174,1830,7876,39,39,0,1,0
480000.0,4,2.5,2700,9700,1.0,0,3,8,1670,98011,47.7752,-122.198,2470,9228,37,37,0,1,0
267000.0,3,1.0,1740,10875,1.0,0,4,7,1020,98188,47.4682,-122.283,1470,8532,52,52,0,1,0
342000.0,2,2.5,1175,1366,2.0,0,3,8,740,98103,47.6962,-122.342,1710,1255,9,9,0,1,0
917500.0,4,2.5,3880,35003,2.0,0,3,10,2570,98033,47.6477,-122.182,3740,35230,31,31,0,1,0
570000.0,4,2.5,3230,7187,2.0,0,3,9,3230,98059,47.4995,-122.15,2950,6537,6,6,0,0,0
835000.0,5,2.75,2460,7830,1.0,0,5,9,1490,98115,47.6938,-122.31,2050,7830,59,59,0,1,0
610000.0,4,2.75,2640,8400,1.0,0,3,8,1440,98144,47.5882,-122.29,2610,6000,68,68,0,1,1
500000.0,4,2.5,2590,9354,2.0,0,4,9,2590,98011,47.7703,-122.193,2730,9264,21,21,0,0,0
503000.0,2,1.0,870,4280,1.0,0,4,6,870,98105,47.6697,-122.29,1750,4280,94,94,0,0,1
425000.0,3,2.25,1570,7475,1.0,0,4,7,1200,98034,47.7223,-122.174,1700,7230,31,31,0,1,0
399950.0,2,2.25,1140,1184,2.0,0,3,8,1010,98103,47.659,-122.346,1140,1339,15,15,0,1,0
435000.0,4,1.5,1510,6460,1.0,0,3,7,1070,98034,47.7121,-122.214,1450,6630,44,44,0,1,0
650000.0,3,2.0,1870,3388,1.0,0,4,8,1230,98199,47.6372,-122.395,1780,4050,89,89,0,1,0
315000.0,4,2.25,2550,9736,1.0,0,4,8,2550,98002,47.3193,-122.212,1770,9686,48,48,0,0,0
435000.0,4,3.0,2270,7245,1.0,0,3,7,1410,98155,47.7722,-122.315,1740,7571,36,36,0,1,0
380000.0,3,1.0,1260,7980,1.0,0,3,7,1260,98177,47.7013,-122.373,1760,7606,64,64,0,0,0
279950.0,3,1.75,1530,8800,1.0,0,4,7,1040,98058,47.4483,-122.158,1530,8690,48,48,0,1,0
306000.0,3,2.5,1870,5874,2.0,0,3,7,1870,98042,47.3992,-122.163,2090,4060,9,9,0,0,0
299950.0,4,1.0,1170,5400,1.0,0,5,6,1170,98056,47.492,-122.172,1100,5400,61,61,0,0,0
475000.0,4,2.5,2120,57050,2.0,0,3,9,2120,98072,47.7611,-122.128,3320,39082,25,25,0,0,0
195000.0,3,1.0,1300,9600,1.0,0,4,6,1300,98092,47.3037,-122.107,1150,10222,39,39,0,0,0
599950.0,4,3.5,3730,15029,2.0,0,3,10,2440,98042,47.3804,-122.163,3440,14280,23,23,0,1,1
425000.0,4,1.0,1080,6095,1.5,0,4,6,1080,98103,47.6962,-122.346,1200,5060,90,90,0,0,0
540000.0,3,2.5,2400,5817,2.0,0,3,8,2400,98065,47.5371,-121.87,2420,5817,17,17,0,0,0
206600.0,3,2.0,1390,13464,1.0,0,4,7,1390,98030,47.3581,-122.173,1720,12080,27,27,0,0,0
640000.0,3,1.75,1620,6000,1.0,0,5,7,1040,98103,47.6878,-122.331,1330,4700,67,67,0,1,0
350000.0,2,1.0,720,5820,1.0,0,5,6,720,98028,47.7598,-122.255,952,5820,65,65,0,0,1
295000.0,3,1.5,1220,3286,2.0,0,3,7,1220,98033,47.7168,-122.189,1220,2640,32,32,0,0,0
260000.0,4,2.75,2240,7200,1.0,0,3,7,1140,98001,47.3357,-122.275,1580,7416,47,47,0,1,0
277284.0,3,1.75,1030,4800,1.0,0,3,6,930,98126,47.566,-122.373,1540,4800,88,88,0,1,0
550000.0,3,2.5,2920,169448,2.5,0,3,9,2920,98022,47.2492,-121.975,2360,326097,24,24,0,0,0
727000.0,4,3.0,3150,9703,2.0,0,3,9,3150,98075,47.5962,-122.018,3150,8819,13,13,0,0,0
779000.0,5,2.25,2830,7738,2.0,0,4,8,2830,98006,47.5582,-122.136,2300,9840,38,38,0,0,0
602500.0,2,2.5,3090,47044,1.0,0,4,10,2250,98058,47.4291,-122.177,1860,62829,36,36,0,1,0
455600.0,3,2.5,2420,8252,2.0,0,3,7,2420,98065,47.5382,-121.871,2420,5818,16,16,0,0,0
500000.0,3,2.0,1550,6394,1.5,0,5,8,1550,98126,47.5222,-122.379,1440,6387,96,96,0,0,0
168000.0,3,1.0,1150,8000,1.5,0,4,6,1150,98001,47.2749,-122.252,1170,9600,58,102,1,0,0
600000.0,3,2.0,2540,237402,1.0,0,3,9,2540,98022,47.2688,-122.024,2200,229125,7,7,0,0,0
415000.0,3,1.5,1220,835,1.5,0,4,6,1220,98103,47.6981,-122.341,1360,1251,65,65,0,0,0
410000.0,3,2.5,2350,4456,2.0,0,3,7,2350,98065,47.5314,-121.854,2350,4456,11,11,0,0,0
525000.0,4,2.75,2470,7200,1.0,0,5,7,1350,98108,47.5631,-122.317,1500,6000,74,74,0,1,0
311000.0,3,1.75,1900,3000,1.5,0,5,7,1070,98118,47.5255,-122.265,1130,6000,111,111,0,1,0
458000.0,3,2.0,2020,8555,1.0,0,4,7,1220,98125,47.7278,-122.287,1600,8148,57,57,0,1,0
350000.0,4,1.75,2740,10086,1.0,0,3,7,1440,98168,47.5112,-122.329,1710,9840,42,42,0,1,0
565000.0,3,2.25,2440,8378,1.0,0,3,7,1480,98028,47.7705,-122.26,2510,9602,53,53,0,1,0
300000.0,3,1.0,1150,7314,1.0,0,3,7,1150,98008,47.6246,-122.113,1350,7350,54,54,0,0,0
499000.0,4,2.5,2680,10590,2.0,0,3,8,2680,98019,47.7377,-121.97,2330,5566,10,10,0,0,0
720000.0,3,2.75,2440,76531,1.0,0,3,10,1640,98072,47.7672,-122.161,1890,10042,34,34,0,1,0
315000.0,4,2.5,1780,6000,2.0,0,3,9,1780,98038,47.3774,-122.027,2650,6000,14,14,0,0,0
910000.0,4,1.5,2890,9000,2.0,0,3,8,2090,98118,47.5682,-122.274,2550,8400,75,75,0,1,1
168000.0,3,1.5,1370,7439,1.0,0,4,6,1370,98055,47.4499,-122.189,2350,3370,51,51,0,0,0
750000.0,4,2.5,3080,4553,2.5,0,3,8,3080,98052,47.7066,-122.112,2750,4929,6,6,0,0,0
599999.0,9,4.5,3830,6988,2.5,0,3,7,2450,98103,47.6927,-122.338,1460,6291,76,76,0,1,0
377000.0,3,1.75,1680,7389,1.0,0,3,8,1150,98056,47.5199,-122.184,2100,10348,35,35,0,1,0
522500.0,3,1.0,1520,9030,1.0,0,3,7,1520,98007,47.587,-122.134,1470,8712,58,58,0,0,0
345000.0,3,3.25,1600,1882,2.0,0,3,8,1360,98133,47.7151,-122.355,1390,1379,14,14,0,1,0
595000.0,4,2.5,2330,7064,1.0,0,4,8,1780,98052,47.6955,-122.097,1740,8075,31,31,0,1,0
815000.0,3,2.5,2415,2186,2.0,0,3,9,2415,98033,47.6506,-122.202,2660,2165,34,34,0,0,1
430000.0,3,2.25,1550,1469,3.0,0,3,8,1550,98103,47.6911,-122.341,1520,1465,10,10,0,0,0
224000.0,3,1.75,1760,6300,1.0,0,3,7,1060,98178,47.5003,-122.26,1340,7300,52,52,0,1,0
895950.0,5,2.75,3180,9255,2.0,0,3,9,3180,98074,47.6232,-122.023,3180,7782,1,1,0,0,0
1164000.0,3,3.5,3620,8072,2.0,0,3,10,2920,98006,47.5646,-122.127,3680,9624,16,16,0,1,0
439990.0,3,2.5,1930,1348,2.0,0,3,8,1300,98199,47.6513,-122.384,1630,6000,9,9,0,1,0
440000.0,4,1.75,2180,10200,1.0,0,3,8,2000,98028,47.7638,-122.27,2590,10445,49,49,0,1,1
226000.0,4,1.5,1200,10890,1.0,0,5,7,1200,98042,47.3423,-122.088,1250,10139,42,42,0,0,0
693000.0,3,2.5,2460,12028,2.0,0,3,9,2460,98052,47.691,-122.095,2540,12229,18,18,0,0,0
297000.0,3,1.0,1340,18000,1.0,0,4,7,1340,98070,47.4443,-122.509,1660,196591,90,90,0,0,0
1112000.0,4,3.0,2770,2650,2.0,0,3,9,2180,98109,47.6435,-122.354,1820,2960,0,0,0,1,0
275000.0,3,1.5,1320,7695,1.0,0,4,7,1320,98056,47.4908,-122.181,1370,8295,55,55,0,0,0
365000.0,3,2.5,1484,1761,3.0,0,3,7,1484,98115,47.6844,-122.317,1484,4320,11,11,0,0,0
201000.0,3,1.0,980,9682,1.0,0,3,7,980,98031,47.4136,-122.207,1580,9682,45,45,0,0,0
830200.0,3,2.5,2680,4990,1.0,0,5,8,1440,98199,47.6538,-122.393,2320,6000,64,64,0,1,0
475000.0,3,1.0,1600,7161,1.0,0,3,8,1600,98118,47.5507,-122.261,1760,8280,61,61,0,0,0
535000.0,3,2.5,1690,9626,2.0,0,3,8,1690,98027,47.5647,-122.092,1860,8958,30,30,0,0,0
347500.0,3,1.0,1830,12036,1.0,0,3,7,1550,98042,47.3126,-122.043,1810,12036,38,38,0,1,0
1920000.0,4,2.5,3070,34412,1.0,0,4,9,2070,98039,47.64,-122.24,3780,27940,64,64,0,1,1
2367000.0,3,2.25,3530,17450,1.0,1,3,9,1840,98040,47.5358,-122.213,3530,17310,21,84,1,1,1
184900.0,2,1.0,1230,5000,1.0,0,5,6,1230,98022,47.2064,-121.988,1230,5413,103,103,0,0,0
569950.0,5,4.5,4850,40902,2.0,0,3,10,4850,98023,47.3181,-122.344,1640,13503,13,13,0,0,0
705000.0,3,2.5,2820,7200,1.0,0,3,9,1780,98177,47.7691,-122.388,2300,7200,35,35,0,1,1
550000.0,3,1.75,1650,3200,1.5,0,3,8,1650,98102,47.6209,-122.317,1500,2400,113,113,0,0,0
324950.0,4,2.5,2229,5723,2.0,0,3,7,2229,98032,47.3693,-122.286,2738,5742,2,2,0,0,0
427000.0,4,1.75,1460,9750,1.0,0,4,7,1460,98008,47.6205,-122.102,1820,9840,48,48,0,0,0
464000.0,3,2.5,2460,5400,1.0,0,4,8,1520,98056,47.5231,-122.202,1745,5400,13,13,0,1,0
396450.0,3,1.75,1540,12446,1.0,0,5,8,1540,98027,47.5172,-122.027,1330,11508,47,47,0,0,0
470000.0,3,1.5,1760,6723,1.0,0,3,7,1160,98118,47.5514,-122.266,2080,8965,56,56,0,1,0
432250.0,3,2.25,1440,6232,2.0,0,3,7,1440,98029,47.5658,-122.018,1740,5999,30,30,0,0,0
500000.0,2,2.25,1290,1334,3.0,0,3,8,1290,98107,47.6719,-122.382,1350,1334,7,7,0,0,0
455000.0,3,2.25,2180,6850,1.0,0,3,7,1750,98034,47.7246,-122.217,1740,7016,41,41,0,1,0
375000.0,3,2.75,2200,9600,1.0,0,4,8,1570,98003,47.3438,-122.323,2680,9896,37,37,0,1,1
645000.0,3,2.75,1850,16960,1.0,0,4,8,1850,98177,47.7128,-122.365,2470,13761,61,61,0,0,1
360000.0,3,2.5,1480,3851,2.0,0,3,8,1480,98072,47.7732,-122.163,1650,4716,17,17,0,0,0
399000.0,3,2.0,1940,16300,1.0,0,3,7,1140,98155,47.774,-122.283,1940,11250,36,36,0,1,0
510000.0,5,1.5,1550,9750,1.0,0,4,7,1550,98033,47.6811,-122.169,1970,9750,48,48,0,0,0
485000.0,3,1.75,1650,9500,1.0,0,3,8,1650,98052,47.631,-122.098,1880,9375,48,48,0,0,0
435000.0,3,2.5,1778,147823,2.0,0,3,7,1778,98014,47.6811,-121.915,2840,43676,15,15,0,0,0
320000.0,2,1.0,710,5200,1.0,0,4,6,710,98126,47.5376,-122.371,1610,5200,72,72,0,0,1
445000.0,3,3.25,1710,1960,2.0,0,3,8,1360,98029,47.5479,-122.003,1420,955,10,10,0,1,0
290000.0,2,1.0,1340,9840,1.0,0,3,7,1340,98133,47.7202,-122.339,1610,8949,65,65,0,0,0
559950.0,3,2.5,2120,4310,2.0,0,3,7,2120,98053,47.687,-122.037,2280,4380,13,13,0,0,0
540000.0,4,2.25,2540,228254,1.0,0,3,8,1450,98019,47.719,-121.912,1780,59241,24,24,0,1,0
718000.0,3,2.5,2070,7200,2.0,0,3,8,2070,98033,47.6946,-122.211,1650,8877,13,13,0,0,0
429000.0,3,2.5,2420,49928,2.0,0,3,8,1860,98027,47.463,-122.008,2620,37301,29,29,0,1,0
1014250.0,3,1.0,1640,12855,1.5,0,5,6,1500,98004,47.6169,-122.212,2190,11262,94,94,0,1,0
455000.0,2,1.5,1020,1146,3.0,0,3,7,1020,98115,47.6774,-122.325,1138,1156,14,14,0,0,0
379500.0,3,2.25,1410,1287,2.0,0,3,7,1290,98027,47.5344,-122.068,1490,1435,9,9,0,1,0
633000.0,4,3.5,4220,5817,2.0,0,3,9,2910,98065,47.5392,-121.862,4290,6637,8,8,0,1,0
570000.0,4,2.0,1790,7800,1.0,0,5,8,1790,98008,47.6266,-122.103,2150,7838,42,42,0,0,0
208000.0,3,1.0,1300,7420,1.0,0,4,6,1300,98002,47.2899,-122.219,1250,7420,55,55,0,0,0
554000.0,3,2.0,1910,9001,1.0,0,4,7,1910,98008,47.6037,-122.119,2040,8700,58,58,0,0,0
325000.0,2,1.0,1100,17817,1.0,0,3,7,620,98019,47.7728,-121.9,1790,20009,34,34,0,1,0
525000.0,4,2.0,1720,6099,1.0,0,4,7,860,98115,47.6765,-122.287,1100,5671,65,65,0,1,0
755000.0,4,2.5,2120,10202,1.0,0,4,7,1620,98005,47.5858,-122.17,1570,10762,54,54,0,1,0
970000.0,5,3.0,3480,15185,2.0,0,4,8,3480,98040,47.5757,-122.216,3030,14257,50,50,0,0,0
275000.0,2,1.0,920,7688,1.0,0,3,6,920,98106,47.5281,-122.362,1040,7440,60,60,0,0,0
402000.0,3,2.5,2700,9994,1.0,0,4,7,1350,98198,47.397,-122.321,2470,10664,55,55,0,1,1
515000.0,3,2.75,3290,11441,2.0,0,4,10,3290,98023,47.3052,-122.34,2600,12070,26,26,0,0,0
326000.0,4,1.75,2290,7380,1.0,0,3,7,1390,98178,47.5034,-122.245,1170,7381,51,51,0,1,0
430000.0,3,2.5,1440,7320,1.0,0,5,7,1440,98125,47.7179,-122.316,1160,6941,60,60,0,0,0
435000.0,2,1.0,720,5600,1.0,0,4,7,720,98116,47.5641,-122.391,1330,5600,94,94,0,0,0
1505000.0,5,3.0,3300,33474,1.0,0,3,9,1870,98040,47.5673,-122.21,3836,20953,24,58,1,1,1
485000.0,3,2.5,2430,5867,2.0,0,3,7,2430,98065,47.5162,-121.872,2620,5866,3,3,0,0,0
249000.0,3,1.75,2120,18335,1.0,0,3,7,1380,98188,47.451,-122.273,2050,18333,53,53,0,1,0
379260.0,3,2.5,1730,7202,1.0,0,3,7,1330,98198,47.4099,-122.329,2100,8125,23,23,0,1,0
740000.0,4,3.5,3060,4777,2.0,0,3,9,3060,98029,47.555,-122.0,3060,4935,7,7,0,0,0
820000.0,4,2.75,2420,4635,1.5,0,5,7,2420,98103,47.682,-122.347,1590,3150,110,110,0,0,0
290000.0,3,2.0,1760,6600,1.0,0,3,7,1760,98030,47.3836,-122.184,2590,6600,16,16,0,0,0
276000.0,4,2.25,2460,11250,1.0,0,4,8,2460,98002,47.3182,-122.212,1630,10216,55,55,0,0,0
473000.0,5,3.25,2180,7200,2.0,0,4,7,2180,98034,47.7078,-122.234,1840,7644,32,32,0,0,0
387000.0,3,1.0,1230,9568,1.0,0,5,7,1230,98056,47.539,-122.179,1270,9575,52,52,0,0,0
240000.0,4,1.75,1880,9600,1.0,0,5,7,1020,98001,47.2633,-122.281,1560,14400,68,68,0,1,0
924000.0,5,2.75,3210,8001,2.0,0,3,9,3210,98074,47.5935,-122.061,3190,6624,0,0,0,0,0
1135000.0,4,3.25,4130,11444,2.0,0,3,11,4130,98059,47.5208,-122.15,3720,11431,14,14,0,0,0
540000.0,2,1.75,1460,4800,1.0,0,5,7,850,98103,47.6928,-122.339,2050,5592,64,64,0,1,0
545000.0,2,2.0,1430,3880,1.0,0,4,7,1430,98117,47.6844,-122.392,1430,3880,66,66,0,0,0
344000.0,3,1.0,1150,12402,1.0,0,4,6,1150,98072,47.7422,-122.099,1400,13600,46,46,0,0,0
480000.0,3,2.5,2200,4692,2.0,0,3,8,2200,98011,47.7761,-122.169,2440,3833,10,10,0,0,0
395000.0,4,2.75,2640,35070,1.5,0,3,8,2640,98058,47.4242,-122.181,2520,34986,51,51,0,0,0
363000.0,3,0.75,2510,20000,2.0,0,4,7,2510,98001,47.2871,-122.287,2130,20000,54,54,0,0,0
340500.0,3,2.5,3070,5871,3.0,0,4,8,2510,98178,47.5007,-122.223,2220,4000,86,86,0,1,0
365000.0,4,2.5,1620,219542,2.0,0,3,7,1620,98038,47.4014,-122.069,2240,217800,35,35,0,0,0
234000.0,2,1.0,870,11100,1.0,0,3,6,870,98146,47.5038,-122.364,1370,10404,74,74,0,0,0
465250.0,5,2.0,1940,7642,1.5,0,3,7,1940,98177,47.7751,-122.38,1940,8724,57,57,0,0,0
335000.0,4,2.0,2030,103672,1.0,0,4,7,2030,98022,47.1647,-121.973,1560,325393,45,45,0,0,0
350000.0,3,2.5,2440,18674,2.0,0,4,8,2440,98042,47.3672,-122.126,2530,10603,20,20,0,0,0
1118000.0,4,2.5,3840,16619,2.0,0,4,10,3840,98040,47.5634,-122.213,3600,16553,31,31,0,0,1
661000.0,4,1.75,1670,13125,1.0,0,5,8,1670,98052,47.6315,-122.101,2360,12500,42,42,0,0,0
732350.0,4,2.5,2270,7665,2.0,0,3,9,2270,98052,47.6612,-122.148,2450,8706,28,28,0,0,0
874950.0,2,1.0,1080,4000,1.0,0,3,7,1080,98117,47.6902,-122.387,1530,4240,75,75,0,0,0
425000.0,4,1.75,1980,8400,1.0,0,3,7,1330,98052,47.6721,-122.152,1920,8400,46,46,0,1,0
540000.0,3,2.25,2100,20018,1.0,0,3,8,1470,98166,47.4544,-122.366,2410,17196,66,66,0,1,1
700000.0,3,1.75,2010,4905,1.0,0,5,7,1230,98122,47.6105,-122.309,2210,1834,102,102,0,1,0
405000.0,3,2.25,1520,1245,3.0,0,3,8,1520,98103,47.6907,-122.34,1520,1470,10,10,0,0,0
280000.0,3,2.0,1640,13249,1.0,0,3,7,1640,98032,47.3589,-122.281,1640,9240,19,19,0,0,0
250000.0,3,2.0,1500,5200,1.0,0,3,7,1060,98042,47.3653,-122.09,1640,5200,38,38,0,1,0
505000.0,4,2.5,3170,5340,2.0,0,3,7,3170,98059,47.4911,-122.138,3010,5340,15,15,0,0,0
405000.0,3,2.0,1660,8174,1.0,0,3,7,830,98034,47.7103,-122.199,1610,9318,33,33,0,1,0
325000.0,3,2.25,1480,97138,1.5,0,3,7,1480,98010,47.3317,-121.927,1730,176418,31,31,0,0,0
425000.0,3,1.0,1180,8400,1.0,0,3,7,1180,98125,47.7028,-122.295,1740,7020,64,64,0,0,0
375000.0,2,2.5,750,1430,2.0,0,3,8,750,98122,47.6093,-122.31,1320,2790,8,8,0,0,0
